,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'BEVERAGES'}),0.3838841104572205,0.03078315980081485,0.011317338162064282,0.029481132075471695,0.9577032463928966,-0.0004998277551339948,0.9986584210071798
1,frozenset({'BEVERAGES'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.03078315980081485,0.3838841104572205,0.011317338162064282,0.3676470588235294,0.9577032463928966,-0.0004998277551339948,0.9743228020676513
2,frozenset({'CHOCOLATE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.10457220461747398,0.3838841104572205,0.033046627433227706,0.31601731601731603,0.8232102017479376,-0.007096980314901739,0.9007770283821651
3,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CHOCOLATE'}),0.3838841104572205,0.10457220461747398,0.033046627433227706,0.08608490566037735,0.8232102017479375,-0.007096980314901739,0.9797713167540415
4,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CLEANERS - UTENSIL'}),0.3838841104572205,0.03757356269805342,0.010864644635581712,0.02830188679245283,0.7532393725846783,-0.0035592490574691254,0.9904582752816149
5,frozenset({'CLEANERS - UTENSIL'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.03757356269805342,0.3838841104572205,0.010864644635581712,0.28915662650602414,0.7532393725846784,-0.0035592490574691254,0.8667393022381475
6,frozenset({'HAIR DYES     (1/76)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.03666817564508828,0.3838841104572205,0.011770031688546853,0.32098765432098764,0.8361576985790822,-0.002306298301056978,0.9073706736902752
7,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'HAIR DYES     (1/76)'}),0.3838841104572205,0.03666817564508828,0.011770031688546853,0.030660377358490563,0.8361576985790821,-0.002306298301056978,0.9938021740303712
8,frozenset({'SALTY SNACKS (2/97)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.10230873698506111,0.3838841104572205,0.028972385694884563,0.2831858407079646,0.7376857572215728,-0.010302312794627358,0.8595196977572109
9,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SALTY SNACKS (2/97)'}),0.3838841104572205,0.10230873698506111,0.028972385694884563,0.07547169811320754,0.7376857572215728,-0.010302312794627358,0.9709721824447297
10,frozenset({'SANITARY NAPKINS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.06382978723404255,0.3838841104572205,0.015391579900407425,0.24113475177304966,0.6281446540880503,-0.009111661192606646,0.8118910320143169
11,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SANITARY NAPKINS'}),0.3838841104572205,0.06382978723404255,0.015391579900407425,0.04009433962264151,0.6281446540880503,-0.009111661192606646,0.9752731454859115
12,frozenset({'SKIN CREAMS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.06247170665459484,0.3838841104572205,0.01403349932095971,0.2246376811594203,0.585170563303254,-0.009948396216883851,0.7946167547374166
13,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SKIN CREAMS'}),0.3838841104572205,0.06247170665459484,0.01403349932095971,0.036556603773584904,0.585170563303254,-0.009948396216883851,0.9731015823217914
14,frozenset({'TOILET SOAPS (04/00)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.05432322317790855,0.3838841104572205,0.01403349932095971,0.25833333333333336,0.6729461477987422,-0.0068203228858607755,0.8307180533161072
15,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'TOILET SOAPS (04/00)'}),0.3838841104572205,0.05432322317790855,0.01403349932095971,0.036556603773584904,0.6729461477987422,-0.0068203228858607755,0.9815592493820485
16,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'TOOTH PASTES'}),0.3838841104572205,0.05658669081032141,0.016296966953372568,0.04245283018867924,0.7502264150943396,-0.005425764512065438,0.985239515015822
17,frozenset({'TOOTH PASTES'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.05658669081032141,0.3838841104572205,0.016296966953372568,0.28800000000000003,0.7502264150943396,-0.005425764512065438,0.8653313055376117
18,frozenset({'VERMICELLI & NOODLE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.12584880036215482,0.3838841104572205,0.045722046174739704,0.36330935251798563,0.9464037260757432,-0.002589308604394422,0.9676848434626706
19,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'VERMICELLI & NOODLE'}),0.3838841104572205,0.12584880036215482,0.045722046174739704,0.11910377358490566,0.9464037260757432,-0.002589308604394422,0.9923429950373396
20,frozenset({'SALTY SNACKS (2/97)'}),frozenset({'VERMICELLI & NOODLE'}),0.10230873698506111,0.12584880036215482,0.012675418741511997,0.12389380530973451,0.9844655249251926,-0.0002000130746251643,0.9977685410007727
21,frozenset({'VERMICELLI & NOODLE'}),frozenset({'SALTY SNACKS (2/97)'}),0.12584880036215482,0.10230873698506111,0.012675418741511997,0.10071942446043167,0.9844655249251927,-0.0002000130746251643,0.998232684472612
