,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'BUTTER MARGR  (4/94)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.06627906976744186,0.2558139534883721,0.011627906976744186,0.1754385964912281,0.685805422647528,-0.005327203893996754,0.9025235032162295
1,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'BUTTER MARGR  (4/94)'}),0.2558139534883721,0.06627906976744186,0.011627906976744186,0.04545454545454545,0.6858054226475279,-0.005327203893996754,0.9781838316722038
2,frozenset({'CHOCOLATE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.08953488372093023,0.2558139534883721,0.015116279069767442,0.16883116883116883,0.6599763872491144,-0.007787993510005409,0.8953488372093023
3,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CHOCOLATE'}),0.2558139534883721,0.08953488372093023,0.015116279069767442,0.05909090909090909,0.6599763872491146,-0.007787993510005409,0.967644084934277
4,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CLEANERS - UTENSIL'}),0.2558139534883721,0.047674418604651166,0.015116279069767442,0.05909090909090909,1.2394678492239466,0.0029204975662520272,1.012133468149646
5,frozenset({'CLEANERS - UTENSIL'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.047674418604651166,0.2558139534883721,0.015116279069767442,0.3170731707317073,1.2394678492239468,0.0029204975662520272,1.089700996677741
6,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'DETERGENT CAKES/BARS'}),0.2558139534883721,0.03255813953488372,0.011627906976744186,0.04545454545454545,1.3961038961038958,0.003299080584099513,1.0135105204872645
7,frozenset({'DETERGENT CAKES/BARS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.03255813953488372,0.2558139534883721,0.011627906976744186,0.35714285714285715,1.396103896103896,0.003299080584099513,1.157622739018088
8,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'KETCHUPS/SAUCES'}),0.2558139534883721,0.03255813953488372,0.010465116279069767,0.04090909090909091,1.2564935064935066,0.0021362898864250943,1.0087071530915903
9,frozenset({'KETCHUPS/SAUCES'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.03255813953488372,0.2558139534883721,0.010465116279069767,0.32142857142857145,1.2564935064935066,0.0021362898864250943,1.0966952264381884
10,frozenset({'PACKAGED PURE GHEE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.05116279069767442,0.2558139534883721,0.010465116279069767,0.20454545454545456,0.7995867768595042,-0.002623039480800433,0.9355481727574751
11,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PACKAGED PURE GHEE'}),0.2558139534883721,0.05116279069767442,0.010465116279069767,0.04090909090909091,0.7995867768595042,-0.002623039480800433,0.9893089386090599
12,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PACKAGED TEA'}),0.2558139534883721,0.07209302325581396,0.022093023255813953,0.08636363636363636,1.1979472140762462,0.003650621957815032,1.015619576535925
13,frozenset({'PACKAGED TEA'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.07209302325581396,0.2558139534883721,0.022093023255813953,0.30645161290322576,1.1979472140762462,0.003650621957815032,1.0730124391563005
14,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'REFINED EDIBLE OILS-ALL PACKS'}),0.2558139534883721,0.07325581395348837,0.013953488372093023,0.05454545454545454,0.7445887445887446,-0.004786371011357492,0.9802101967799642
15,frozenset({'REFINED EDIBLE OILS-ALL PACKS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.07325581395348837,0.2558139534883721,0.013953488372093023,0.19047619047619047,0.7445887445887445,-0.004786371011357492,0.9192886456908345
16,frozenset({'SALTY SNACKS (2/97)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.16046511627906976,0.2558139534883721,0.030232558139534883,0.18840579710144928,0.7364953886693018,-0.010816657652785291,0.9169435215946843
17,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SALTY SNACKS (2/97)'}),0.2558139534883721,0.16046511627906976,0.030232558139534883,0.11818181818181818,0.7364953886693018,-0.010816657652785291,0.9520498681371373
18,frozenset({'SPICES (03/04)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.08372093023255814,0.2558139534883721,0.020930232558139535,0.25,0.9772727272727272,-0.00048674959437533874,0.9922480620155039
19,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SPICES (03/04)'}),0.2558139534883721,0.08372093023255814,0.020930232558139535,0.08181818181818182,0.9772727272727273,-0.00048674959437533874,0.9979276997467189
20,frozenset({'TOILET SOAPS (04/00)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.06511627906976744,0.2558139534883721,0.01744186046511628,0.26785714285714285,1.047077922077922,0.0007842076798269329,1.0164492342597844
21,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'TOILET SOAPS (04/00)'}),0.2558139534883721,0.06511627906976744,0.01744186046511628,0.06818181818181818,1.047077922077922,0.0007842076798269329,1.0032898468519569
22,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'TOOTH PASTES'}),0.2558139534883721,0.047674418604651166,0.018604651162790697,0.07272727272727272,1.5254988913525498,0.006408869659275283,1.0270177838577292
23,frozenset({'TOOTH PASTES'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.047674418604651166,0.2558139534883721,0.018604651162790697,0.39024390243902435,1.5254988913525496,0.006408869659275283,1.2204651162790696
