,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'COFFEE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.08100558659217877,0.16899441340782123,0.01675977653631285,0.20689655172413793,1.2242804217725847,0.00307028494741113,1.0477896526597037
1,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'COFFEE'}),0.16899441340782123,0.08100558659217877,0.01675977653631285,0.09917355371900827,1.224280421772585,0.00307028494741113,1.0201681102967557
2,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PACKAGED TEA'}),0.16899441340782123,0.19972067039106145,0.034916201117318434,0.20661157024793386,1.0345026873952492,0.0011645235791641964,1.008685405027933
3,frozenset({'PACKAGED TEA'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.19972067039106145,0.16899441340782123,0.034916201117318434,0.17482517482517482,1.0345026873952494,0.0011645235791641964,1.007066092226115
4,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'REFINED EDIBLE OILS-ALL PACKS'}),0.16899441340782123,0.05726256983240224,0.0111731843575419,0.06611570247933884,1.1546059262245514,0.0014961299584906832,1.0094799030998172
5,frozenset({'REFINED EDIBLE OILS-ALL PACKS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.05726256983240224,0.16899441340782123,0.0111731843575419,0.1951219512195122,1.1546059262245516,0.0014961299584906832,1.032461486372101
6,frozenset({'SALTY SNACKS (2/97)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.055865921787709494,0.16899441340782123,0.013966480446927373,0.25,1.4793388429752066,0.004525451764926188,1.1080074487895717
7,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SALTY SNACKS (2/97)'}),0.16899441340782123,0.055865921787709494,0.013966480446927373,0.08264462809917354,1.4793388429752066,0.004525451764926188,1.0291912023755598
8,frozenset({'SPICES (03/04)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.05446927374301676,0.16899441340782123,0.0111731843575419,0.20512820512820515,1.2138164865437593,0.001968181392590744,1.045458641196612
9,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SPICES (03/04)'}),0.16899441340782123,0.05446927374301676,0.0111731843575419,0.06611570247933884,1.2138164865437593,0.001968181392590744,1.0124709546645572
