,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'SPICES (03/04)'}),frozenset({'ALL IODISED SALT'}),0.1276595744680851,0.0367504835589942,0.013539651837524178,0.10606060606060608,2.885964912280702,0.008848100744886622,1.0775333573746844
1,frozenset({'ALL IODISED SALT'}),frozenset({'SPICES (03/04)'}),0.0367504835589942,0.1276595744680851,0.013539651837524178,0.3684210526315789,2.8859649122807016,0.008848100744886622,1.3812056737588654
2,frozenset({'CLEANERS - FLOOR'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.04448742746615087,0.2495164410058027,0.01160541586073501,0.2608695652173913,1.045500505561173,0.00050507128987725,1.0153601092274434
3,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CLEANERS - FLOOR'}),0.2495164410058027,0.04448742746615087,0.01160541586073501,0.04651162790697675,1.045500505561173,0.00050507128987725,1.0021229419257442
4,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CLEANERS - UTENSIL'}),0.2495164410058027,0.0735009671179884,0.013539651837524178,0.054263565891472874,0.7382700938392494,-0.004800047888240816,0.979658813457209
5,frozenset({'CLEANERS - UTENSIL'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.0735009671179884,0.2495164410058027,0.013539651837524178,0.18421052631578946,0.7382700938392492,-0.004800047888240816,0.9199475884444999
6,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PACKAGED ATTA (1/95)'}),0.2495164410058027,0.10251450676982592,0.015473887814313346,0.062015503875969,0.6049436887523768,-0.010105167066358884,0.956823377080103
7,frozenset({'PACKAGED ATTA (1/95)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.10251450676982592,0.2495164410058027,0.015473887814313346,0.1509433962264151,0.6049436887523768,-0.010105167066358884,0.8839028583709434
8,frozenset({'PACKAGED PURE GHEE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.13346228239845262,0.2495164410058027,0.025145067698259187,0.18840579710144925,0.755083698460847,-0.008155966014314099,0.9247029566178502
9,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PACKAGED PURE GHEE'}),0.2495164410058027,0.13346228239845262,0.025145067698259187,0.10077519379844961,0.755083698460847,-0.008155966014314099,0.9636497031948242
10,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PACKAGED TEA'}),0.2495164410058027,0.13926499032882012,0.029013539651837523,0.11627906976744186,0.8349483204134367,-0.005735365091717206,0.9739896162068614
11,frozenset({'PACKAGED TEA'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.13926499032882012,0.2495164410058027,0.029013539651837523,0.20833333333333331,0.8349483204134367,-0.005735365091717206,0.9479792324137228
12,frozenset({'REFINED EDIBLE OILS-ALL PACKS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.08704061895551257,0.2495164410058027,0.019342359767891684,0.22222222222222224,0.8906115417743325,-0.0023757056968300196,0.9649074329925393
13,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'REFINED EDIBLE OILS-ALL PACKS'}),0.2495164410058027,0.08704061895551257,0.019342359767891684,0.07751937984496125,0.8906115417743327,-0.0023757056968300196,0.9896786567625115
14,frozenset({'SALTY SNACKS (2/97)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.16054158607350097,0.2495164410058027,0.059961315280464215,0.37349397590361444,1.4968712057532456,0.019903550089977518,1.1978872191638148
