,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CLEANERS - UTENSIL'}),0.3378509196515005,0.17037754114230397,0.04549854791868345,0.1346704871060172,0.7904239385256577,-0.01206366104420531,0.9587358878852182
1,frozenset({'CLEANERS - UTENSIL'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.17037754114230397,0.3378509196515005,0.04549854791868345,0.2670454545454546,0.7904239385256578,-0.01206366104420531,0.9033971948940769
2,frozenset({'COCONUT OIL PKTYP (08/02)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.10261374636979671,0.3378509196515005,0.030977734753146177,0.3018867924528302,0.8935503054549386,-0.003690413826775464,0.9484838177964992
3,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'COCONUT OIL PKTYP (08/02)'}),0.3378509196515005,0.10261374636979671,0.030977734753146177,0.09169054441260745,0.8935503054549385,-0.003690413826775464,0.9879741404319904
4,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'DETERGENT CAKES/BARS'}),0.3378509196515005,0.10551790900290416,0.02516940948693127,0.07449856733524356,0.706027706947767,-0.010479913109403244,0.966483745380763
5,frozenset({'DETERGENT CAKES/BARS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.10551790900290416,0.3378509196515005,0.02516940948693127,0.23853211009174316,0.706027706947767,-0.010479913109403244,0.8695692741926078
6,frozenset({'HAIR DYES     (1/76)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.026137463697967087,0.3378509196515005,0.011616650532429816,0.4444444444444445,1.3155046163642152,0.002786084384713927,1.191868344627299
7,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'HAIR DYES     (1/76)'}),0.3378509196515005,0.026137463697967087,0.011616650532429816,0.034383954154727794,1.3155046163642152,0.002786084384713927,1.008540134033856
8,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PACKAGED TEA'}),0.3378509196515005,0.10261374636979671,0.027105517909002903,0.08022922636103151,0.7818565172730711,-0.007562630670918738,0.9756629361898471
9,frozenset({'PACKAGED TEA'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.10261374636979671,0.3378509196515005,0.027105517909002903,0.2641509433962264,0.7818565172730713,-0.007562630670918738,0.8998436220120634
10,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'PRE-POST WASH PRODUCTS'}),0.3378509196515005,0.04549854791868345,0.013552758954501452,0.040114613180515755,0.8816679875632505,-0.0018189673026336155,0.9943910650041179
11,frozenset({'PRE-POST WASH PRODUCTS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.04549854791868345,0.3378509196515005,0.013552758954501452,0.2978723404255319,0.8816679875632506,-0.0018189673026336155,0.9430608114054386
12,frozenset({'SALTY SNACKS (2/97)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.05227492739593417,0.3378509196515005,0.02516940948693127,0.4814814814814815,1.425130001061233,0.007508277191499491,1.2770017978149635
13,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SALTY SNACKS (2/97)'}),0.3378509196515005,0.05227492739593417,0.02516940948693127,0.07449856733524356,1.425130001061233,0.007508277191499491,1.0240125397486655
14,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SHAMPOO - BY SEGMENTS'}),0.3378509196515005,0.06776379477250725,0.023233301064859633,0.06876790830945559,1.0148178469095375,0.00033924068189251574,1.0010782634596769
15,frozenset({'SHAMPOO - BY SEGMENTS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.06776379477250725,0.3378509196515005,0.023233301064859633,0.3428571428571429,1.0148178469095377,0.00033924068189251574,1.0076181657477168
16,frozenset({'SKIN CREAMS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.036786060019361085,0.3378509196515005,0.011616650532429816,0.3157894736842105,0.9347006484693108,-0.0008115536754666197,0.9677563482016531
17,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'SKIN CREAMS'}),0.3378509196515005,0.036786060019361085,0.011616650532429816,0.034383954154727794,0.9347006484693108,-0.0008115536754666197,0.9975123592084362
18,frozenset({'TALCUM POWDERS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.04549854791868345,0.3378509196515005,0.010648596321393998,0.23404255319148934,0.6927391330854111,-0.004723129935741069,0.8644724104549855
19,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'TALCUM POWDERS'}),0.3378509196515005,0.04549854791868345,0.010648596321393998,0.03151862464183381,0.6927391330854111,-0.004723129935741069,0.9855651088058565
20,frozenset({'TOILET SOAPS (04/00)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.24975798644724104,0.3378509196515005,0.057115198451113264,0.22868217054263568,0.6768730148153085,-0.027265766960394122,0.858464636833733
21,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'TOILET SOAPS (04/00)'}),0.3378509196515005,0.24975798644724104,0.057115198451113264,0.16905444126074498,0.6768730148153084,-0.027265766960394122,0.9028774576893548
22,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'TOOTH PASTES'}),0.3378509196515005,0.20619554695062922,0.061955469506292354,0.1833810888252149,0.8893552335983427,-0.007707885659021876,0.9720622951376504
23,frozenset({'TOOTH PASTES'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.20619554695062922,0.3378509196515005,0.061955469506292354,0.3004694835680751,0.8893552335983427,-0.007707885659021876,0.9465621081491973
24,frozenset({'VERMICELLI & NOODLE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.041626331074540175,0.3378509196515005,0.026137463697967087,0.627906976744186,1.858532684747118,0.012073969462715856,1.7795256534365924
25,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'VERMICELLI & NOODLE'}),0.3378509196515005,0.041626331074540175,0.026137463697967087,0.07736389684813753,1.858532684747118,0.012073969462715856,1.0387341939595822
26,frozenset({'WASHING POWDERS/LIQUIDS'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.30396902226524686,0.3378509196515005,0.07454017424975799,0.24522292993630576,0.7258317668315296,-0.02815603946812309,0.8772776845123581
27,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'WASHING POWDERS/LIQUIDS'}),0.3378509196515005,0.30396902226524686,0.07454017424975799,0.22063037249283668,0.7258317668315296,-0.02815603946812309,0.8930691589317237
28,frozenset({'CLEANERS - FLOOR'}),frozenset({'CLEANERS - UTENSIL'}),0.04065827686350436,0.17037754114230397,0.013552758954501452,0.3333333333333333,1.9564393939393938,0.006625501715414552,1.2444336882865439
29,frozenset({'CLEANERS - UTENSIL'}),frozenset({'CLEANERS - FLOOR'}),0.17037754114230397,0.04065827686350436,0.013552758954501452,0.07954545454545454,1.9564393939393938,0.006625501715414552,1.042247797975452
30,frozenset({'CLEANERS - FLOOR'}),frozenset({'TOOTH PASTES'}),0.04065827686350436,0.20619554695062922,0.011616650532429816,0.2857142857142857,1.3856472166331322,0.0032330948964894215,1.111326234269119
31,frozenset({'TOOTH PASTES'}),frozenset({'CLEANERS - FLOOR'}),0.20619554695062922,0.04065827686350436,0.011616650532429816,0.05633802816901409,1.3856472166331322,0.0032330948964894215,1.0166158558610627
32,frozenset({'WASHING POWDERS/LIQUIDS'}),frozenset({'CLEANERS - FLOOR'}),0.30396902226524686,0.04065827686350436,0.017424975798644726,0.05732484076433121,1.4099181073703366,0.005066119133455598,1.0176800711650664
33,frozenset({'CLEANERS - FLOOR'}),frozenset({'WASHING POWDERS/LIQUIDS'}),0.04065827686350436,0.30396902226524686,0.017424975798644726,0.4285714285714286,1.4099181073703368,0.005066119133455598,1.218054211035818
34,frozenset({'WASHING POWDERS/LIQUIDS'}),frozenset({'CLEANERS - TOILET'}),0.30396902226524686,0.04065827686350436,0.011616650532429816,0.03821656050955414,0.9399454049135577,-0.000742206132759311,0.997461261804171
