,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'SPICES (03/04)'}),frozenset({'ALL IODISED SALT'}),0.11858407079646018,0.04070796460176991,0.01592920353982301,0.13432835820895522,3.299805321219987,0.01110188738350693,1.1081476960634726
1,frozenset({'ALL IODISED SALT'}),frozenset({'SPICES (03/04)'}),0.04070796460176991,0.11858407079646018,0.01592920353982301,0.391304347826087,3.299805321219987,0.01110188738350693,1.4480404551201012
2,frozenset({'VERMICELLI & NOODLE'}),frozenset({'ALL IODISED SALT'}),0.13097345132743363,0.04070796460176991,0.010619469026548672,0.08108108108108109,1.9917743830787311,0.00528780640613987,1.0439354502863092
3,frozenset({'ALL IODISED SALT'}),frozenset({'VERMICELLI & NOODLE'}),0.04070796460176991,0.13097345132743363,0.010619469026548672,0.2608695652173913,1.991774383078731,0.00528780640613987,1.175741801145237
4,frozenset({'BUTTER MARGR  (4/94)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.12389380530973451,0.23716814159292035,0.02831858407079646,0.22857142857142856,0.9637526652452025,-0.0010650794893883632,0.988856112749918
5,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'BUTTER MARGR  (4/94)'}),0.23716814159292035,0.12389380530973451,0.02831858407079646,0.11940298507462686,0.9637526652452025,-0.0010650794893883632,0.9949002549872507
6,frozenset({'CHOCOLATE'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.05132743362831858,0.23716814159292035,0.017699115044247787,0.3448275862068966,1.453937210499228,0.0055258829978855045,1.1643223102002795
7,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CHOCOLATE'}),0.23716814159292035,0.05132743362831858,0.017699115044247787,0.07462686567164178,1.4539372104992279,0.0055258829978855045,1.0251784184984298
8,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'CLEANERS - UTENSIL'}),0.23716814159292035,0.04247787610619469,0.010619469026548672,0.04477611940298507,1.0541044776119401,0.0005450700916281616,1.0024059734513275
9,frozenset({'CLEANERS - UTENSIL'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.04247787610619469,0.23716814159292035,0.010619469026548672,0.25,1.0541044776119404,0.0005450700916281616,1.017109144542773
10,frozenset({'BISCUITS - CORE & NON CORE'}),frozenset({'LIQUID TOILET SOAPS  (8/93)'}),0.23716814159292035,0.019469026548672566,0.010619469026548672,0.04477611940298507,2.299864314789688,0.006002036181376772,1.0264933628318584
11,frozenset({'LIQUID TOILET SOAPS  (8/93)'}),frozenset({'BISCUITS - CORE & NON CORE'}),0.019469026548672566,0.23716814159292035,0.010619469026548672,0.5454545454545454,2.299864314789688,0.006002036181376772,1.6782300884955752
